station_id,timestamp,attribution,flagged_by_rule,flagged_by_physics,flagged_by_neighbor,flagged_by_ml,flagged_by_temporal,confidence_%,trust_state,alert_priority,corrected_value,ml_explanation
ST03,2026-08-29 01:50:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.7267, 'abs_contribution': 1.7267, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.3942, 'abs_contribution': 1.3942, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.3331, 'abs_contribution': 1.3331, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.7262, 'abs_contribution': 0.7262, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.5288, 'abs_contribution': 0.5288, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': -0.1728, 'abs_contribution': 0.1728, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': 0.1305, 'abs_contribution': 0.1305, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.1032, 'abs_contribution': 0.1032, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': 0.0907, 'abs_contribution': 0.0907, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0882, 'abs_contribution': 0.0882, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0777, 'abs_contribution': 0.0777, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.062, 'abs_contribution': 0.062, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0537, 'abs_contribution': 0.0537, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0403, 'abs_contribution': 0.0403, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 02:30:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.5458, 'abs_contribution': 1.5458, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.3585, 'abs_contribution': 1.3585, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.2929, 'abs_contribution': 1.2929, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.6986, 'abs_contribution': 0.6986, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.1892, 'abs_contribution': 0.1892, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': -0.1529, 'abs_contribution': 0.1529, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.1362, 'abs_contribution': 0.1362, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': -0.106, 'abs_contribution': 0.106, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.1042, 'abs_contribution': 0.1042, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': -0.0964, 'abs_contribution': 0.0964, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0738, 'abs_contribution': 0.0738, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0694, 'abs_contribution': 0.0694, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0651, 'abs_contribution': 0.0651, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': -0.0186, 'abs_contribution': 0.0186, 'importance': 'LOW', 'direction': 'anomalous'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 02:00:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.686, 'abs_contribution': 1.686, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.4213, 'abs_contribution': 1.4213, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.148, 'abs_contribution': 1.148, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.7567, 'abs_contribution': 0.7567, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.4833, 'abs_contribution': 0.4833, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.1437, 'abs_contribution': 0.1437, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0853, 'abs_contribution': 0.0853, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0794, 'abs_contribution': 0.0794, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': -0.0784, 'abs_contribution': 0.0784, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0766, 'abs_contribution': 0.0766, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0381, 'abs_contribution': 0.0381, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.0312, 'abs_contribution': 0.0312, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': -0.0231, 'abs_contribution': 0.0231, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.0184, 'abs_contribution': 0.0184, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 01:00:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.5888, 'abs_contribution': 1.5888, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.2584, 'abs_contribution': 1.2584, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -1.0715, 'abs_contribution': 1.0715, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -0.9962, 'abs_contribution': 0.9962, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.76, 'abs_contribution': 0.76, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.1083, 'abs_contribution': 0.1083, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': 0.1033, 'abs_contribution': 0.1033, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': 0.1004, 'abs_contribution': 0.1004, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0831, 'abs_contribution': 0.0831, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': -0.0773, 'abs_contribution': 0.0773, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0721, 'abs_contribution': 0.0721, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.0585, 'abs_contribution': 0.0585, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.0543, 'abs_contribution': 0.0543, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0159, 'abs_contribution': 0.0159, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 01:20:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.6311, 'abs_contribution': 1.6311, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.3128, 'abs_contribution': 1.3128, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.1596, 'abs_contribution': 1.1596, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.8341, 'abs_contribution': 0.8341, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.7571, 'abs_contribution': 0.7571, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': 0.1153, 'abs_contribution': 0.1153, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.1027, 'abs_contribution': 0.1027, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0812, 'abs_contribution': 0.0812, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0776, 'abs_contribution': 0.0776, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0762, 'abs_contribution': 0.0762, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.0656, 'abs_contribution': 0.0656, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0654, 'abs_contribution': 0.0654, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': 0.0635, 'abs_contribution': 0.0635, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.0317, 'abs_contribution': 0.0317, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 00:50:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.5624, 'abs_contribution': 1.5624, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.448, 'abs_contribution': 1.448, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.3532, 'abs_contribution': 1.3532, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -1.1173, 'abs_contribution': 1.1173, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.7632, 'abs_contribution': 0.7632, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.1298, 'abs_contribution': 0.1298, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.085, 'abs_contribution': 0.085, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.0841, 'abs_contribution': 0.0841, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0824, 'abs_contribution': 0.0824, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0646, 'abs_contribution': 0.0646, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': 0.0599, 'abs_contribution': 0.0599, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.056, 'abs_contribution': 0.056, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': 0.0317, 'abs_contribution': 0.0317, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.0014, 'abs_contribution': 0.0014, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST03,2026-08-29 01:30:00,Sensor fault,True,False,False,True,False,87.0,QUARANTINE,CRITICAL - send immediately,,"{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -1.7254, 'abs_contribution': 1.7254, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -1.3328, 'abs_contribution': 1.3328, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.1042, 'abs_contribution': 1.1042, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.7774, 'abs_contribution': 0.7774, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.7284, 'abs_contribution': 0.7284, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': 0.1558, 'abs_contribution': 0.1558, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.146, 'abs_contribution': 0.146, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': 0.1202, 'abs_contribution': 0.1202, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': 0.1134, 'abs_contribution': 0.1134, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': 0.0784, 'abs_contribution': 0.0784, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0729, 'abs_contribution': 0.0729, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0715, 'abs_contribution': 0.0715, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0416, 'abs_contribution': 0.0416, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': 0.0346, 'abs_contribution': 0.0346, 'importance': 'LOW', 'direction': 'normal'}], 'summary': 'Temperature had the strongest contribution to the Isolation Forest decision.'}"
ST10,2026-08-29 01:20:00,Sensor fault,True,True,True,False,False,85.2,QUARANTINE,CRITICAL - send immediately,"1010.3hPa to 1012.3hPa (estimated, not confirmed)",
ST02,2026-08-29 03:20:00,Possible tampering,False,False,True,True,False,82.1,QUARANTINE,CRITICAL - send immediately,"27.0°C to 29.0°C (estimated, not confirmed)","{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -1.297, 'abs_contribution': 1.297, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': -0.8107, 'abs_contribution': 0.8107, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': -0.6962, 'abs_contribution': 0.6962, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': -0.6348, 'abs_contribution': 0.6348, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': -0.6233, 'abs_contribution': 0.6233, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': -0.4985, 'abs_contribution': 0.4985, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': -0.489, 'abs_contribution': 0.489, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': -0.331, 'abs_contribution': 0.331, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -0.3064, 'abs_contribution': 0.3064, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': -0.3043, 'abs_contribution': 0.3043, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.1026, 'abs_contribution': 0.1026, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': 0.0931, 'abs_contribution': 0.0931, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.0648, 'abs_contribution': 0.0648, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': -0.052, 'abs_contribution': 0.052, 'importance': 'LOW', 'direction': 'anomalous'}], 'summary': 'Temp Humidity Ratio had the strongest contribution to the Isolation Forest decision.'}"
ST02,2026-08-28 00:10:00,Possible tampering,False,False,True,False,False,77.0,QUARANTINE,CRITICAL - send immediately,"23.0°C to 27.9°C (estimated, not confirmed)",
ST04,2026-08-29 00:20:00,Possible tampering,False,False,True,False,False,77.0,QUARANTINE,CRITICAL - send immediately,"35.9°C to 39.9°C (estimated, not confirmed)",
ST08,2026-08-28 23:20:00,Possible tampering,False,False,True,False,False,77.0,QUARANTINE,CRITICAL - send immediately,"36.8°C to 40.7°C (estimated, not confirmed)",
ST08,2026-08-29 01:30:00,Possible tampering,False,False,True,False,False,77.0,QUARANTINE,CRITICAL - send immediately,"35.4°C to 38.0°C (estimated, not confirmed)",
ST02,2026-08-28 13:40:00,Possible tampering,False,False,True,False,False,76.5,QUARANTINE,CRITICAL - send immediately,"26.9°C to 27.6°C (estimated, not confirmed)",
ST02,2026-08-29 08:50:00,Possible tampering,False,False,True,False,False,75.6,QUARANTINE,CRITICAL - send immediately,"24.8°C to 25.8°C (estimated, not confirmed)",
ST02,2026-08-28 20:40:00,Possible tampering,False,False,True,False,False,75.5,QUARANTINE,CRITICAL - send immediately,"23.7°C to 28.1°C (estimated, not confirmed)",
ST02,2026-08-29 04:30:00,Possible tampering,False,False,True,False,False,75.3,QUARANTINE,CRITICAL - send immediately,"24.3°C to 29.8°C (estimated, not confirmed)",
ST04,2026-08-28 09:10:00,Possible tampering,False,False,True,True,False,75.3,QUARANTINE,CRITICAL - send immediately,"1008.0hPa to 1010.0hPa (estimated, not confirmed)","{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': -0.8979, 'abs_contribution': 0.8979, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': -0.7711, 'abs_contribution': 0.7711, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': -0.7503, 'abs_contribution': 0.7503, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -0.6232, 'abs_contribution': 0.6232, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': -0.4839, 'abs_contribution': 0.4839, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': -0.3986, 'abs_contribution': 0.3986, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': -0.3167, 'abs_contribution': 0.3167, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': -0.2632, 'abs_contribution': 0.2632, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.2262, 'abs_contribution': 0.2262, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': -0.2187, 'abs_contribution': 0.2187, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -0.1609, 'abs_contribution': 0.1609, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.1084, 'abs_contribution': 0.1084, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': 0.1017, 'abs_contribution': 0.1017, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': -0.0966, 'abs_contribution': 0.0966, 'importance': 'LOW', 'direction': 'anomalous'}], 'summary': 'Pressure Zscore had the strongest contribution to the Isolation Forest decision.'}"
ST09,2026-08-29 00:10:00,Possible tampering,False,False,True,True,False,75.2,QUARANTINE,CRITICAL - send immediately,"28.5°C to 28.7°C (estimated, not confirmed)","{'available': True, 'model': 'Isolation Forest', 'top_features': [{'feature': 'temperature_zscore', 'display_name': 'Temperature Zscore', 'contribution': -0.9023, 'abs_contribution': 0.9023, 'importance': 'HIGH', 'direction': 'anomalous'}, {'feature': 'temperature_deviation', 'display_name': 'Temperature Deviation', 'contribution': -0.7028, 'abs_contribution': 0.7028, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_zscore', 'display_name': 'Pressure Zscore', 'contribution': -0.6503, 'abs_contribution': 0.6503, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temp_humidity_ratio', 'display_name': 'Temp Humidity Ratio', 'contribution': -0.5789, 'abs_contribution': 0.5789, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'temperature', 'display_name': 'Temperature', 'contribution': -0.5605, 'abs_contribution': 0.5605, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'dew_point', 'display_name': 'Dew Point', 'contribution': -0.4636, 'abs_contribution': 0.4636, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure_deviation', 'display_name': 'Pressure Deviation', 'contribution': -0.4231, 'abs_contribution': 0.4231, 'importance': 'MEDIUM', 'direction': 'anomalous'}, {'feature': 'pressure', 'display_name': 'Pressure', 'contribution': -0.2919, 'abs_contribution': 0.2919, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_rate_of_change', 'display_name': 'Humidity Rate Of Change', 'contribution': 0.1634, 'abs_contribution': 0.1634, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity', 'display_name': 'Humidity', 'contribution': 0.0716, 'abs_contribution': 0.0716, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'pressure_rate_of_change', 'display_name': 'Pressure Rate Of Change', 'contribution': 0.0621, 'abs_contribution': 0.0621, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'humidity_zscore', 'display_name': 'Humidity Zscore', 'contribution': 0.0601, 'abs_contribution': 0.0601, 'importance': 'LOW', 'direction': 'normal'}, {'feature': 'temperature_rate_of_change', 'display_name': 'Temperature Rate Of Change', 'contribution': -0.0446, 'abs_contribution': 0.0446, 'importance': 'LOW', 'direction': 'anomalous'}, {'feature': 'humidity_deviation', 'display_name': 'Humidity Deviation', 'contribution': -0.0265, 'abs_contribution': 0.0265, 'importance': 'LOW', 'direction': 'anomalous'}], 'summary': 'Temperature Zscore had the strongest contribution to the Isolation Forest decision.'}"
ST01,2026-08-28 05:30:00,Sensor fault,True,False,False,False,False,75.0,QUARANTINE,CRITICAL - send immediately,,
ST01,2026-08-28 06:30:00,Sensor fault,True,False,False,False,False,75.0,QUARANTINE,CRITICAL - send immediately,,
