station_id,lat,lon,timestamp,temperature,pressure,humidity
ST01,28.61,77.2,2026-08-28 05:00:00,30.9,1002.0,65.0
ST01,28.61,77.2,2026-08-28 05:10:00,28.6,1009.1,65.0
ST01,28.61,77.2,2026-08-28 05:20:00,28.9,1010.6,65.0
ST01,28.61,77.2,2026-08-28 05:30:00,22.7,1014.2,65.0
ST01,28.61,77.2,2026-08-28 05:40:00,27.7,1006.8,65.0
ST01,28.61,77.2,2026-08-28 05:50:00,25.3,1008.7,65.0
ST01,28.61,77.2,2026-08-28 06:00:00,26.1,1011.4,65.0
ST01,28.61,77.2,2026-08-28 06:10:00,27.1,1008.7,65.0
ST01,28.61,77.2,2026-08-28 06:20:00,28.6,1012.3,65.0
ST01,28.61,77.2,2026-08-28 06:30:00,24.9,1012.3,65.0
ST01,28.61,77.2,2026-08-28 06:40:00,25.7,1014.2,65.0
ST01,28.61,77.2,2026-08-28 06:50:00,31.2,1010.2,65.0
ST01,28.61,77.2,2026-08-28 07:00:00,26.5,1015.1,65.0
ST01,28.61,77.2,2026-08-28 07:10:00,29.9,1008.9,65.0
ST01,28.61,77.2,2026-08-28 07:20:00,29.4,1011.6,65.0
ST01,28.61,77.2,2026-08-28 07:30:00,25.5,1009.5,65.0
ST01,28.61,77.2,2026-08-28 07:40:00,26.8,1008.9,65.0
ST01,28.61,77.2,2026-08-28 07:50:00,29.1,1011.6,65.0
ST01,28.61,77.2,2026-08-28 08:00:00,31.2,1009.0,80.3
ST01,28.61,77.2,2026-08-28 08:10:00,27.2,1013.6,48.5
ST01,28.61,77.2,2026-08-28 08:20:00,31.0,1011.9,53.1
ST01,28.61,77.2,2026-08-28 08:30:00,30.8,1012.5,61.8
ST01,28.61,77.2,2026-08-28 08:40:00,28.2,1013.1,50.3
ST01,28.61,77.2,2026-08-28 08:50:00,31.1,1007.1,65.9
ST01,28.61,77.2,2026-08-28 09:00:00,25.9,1012.3,51.0
ST01,28.61,77.2,2026-08-28 09:10:00,30.9,1012.8,63.4
ST01,28.61,77.2,2026-08-28 09:20:00,25.6,1005.9,61.2
ST01,28.61,77.2,2026-08-28 09:30:00,25.8,1009.3,67.0
ST01,28.61,77.2,2026-08-28 09:40:00,30.8,1018.2,64.3
ST01,28.61,77.2,2026-08-28 09:50:00,28.0,1009.9,48.7
ST01,28.61,77.2,2026-08-28 10:00:00,25.3,1010.1,67.8
ST01,28.61,77.2,2026-08-28 10:10:00,27.4,1012.2,59.0
ST01,28.61,77.2,2026-08-28 10:20:00,26.6,1013.1,66.2
ST01,28.61,77.2,2026-08-28 10:30:00,26.9,1008.5,52.6
ST01,28.61,77.2,2026-08-28 10:40:00,29.5,1011.9,60.7
ST01,28.61,77.2,2026-08-28 10:50:00,32.2,1007.6,61.8
ST01,28.61,77.2,2026-08-28 11:00:00,30.4,1012.6,60.4
ST01,28.61,77.2,2026-08-28 11:10:00,30.4,1014.1,52.3
ST01,28.61,77.2,2026-08-28 11:20:00,30.0,1010.9,55.2
ST01,28.61,77.2,2026-08-28 11:30:00,28.4,1012.6,60.2
ST01,28.61,77.2,2026-08-28 11:40:00,31.3,1014.0,60.1
ST01,28.61,77.2,2026-08-28 11:50:00,30.2,1010.5,61.9
ST01,28.61,77.2,2026-08-28 12:00:00,24.9,1010.5,48.0
ST01,28.61,77.2,2026-08-28 12:10:00,25.6,1008.4,59.7
ST01,28.61,77.2,2026-08-28 12:20:00,23.3,1008.8,62.9
ST01,28.61,77.2,2026-08-28 12:30:00,27.9,1009.0,52.9
ST01,28.61,77.2,2026-08-28 12:40:00,31.6,1011.6,61.0
ST01,28.61,77.2,2026-08-28 12:50:00,24.6,1015.5,79.1
ST01,28.61,77.2,2026-08-28 13:00:00,31.2,1010.0,66.6
ST01,28.61,77.2,2026-08-28 13:10:00,28.9,1008.1,68.4
ST01,28.61,77.2,2026-08-28 13:20:00,26.6,1007.7,46.6
ST01,28.61,77.2,2026-08-28 13:30:00,31.9,1009.0,57.3
ST01,28.61,77.2,2026-08-28 13:40:00,28.5,1012.8,47.1
ST01,28.61,77.2,2026-08-28 13:50:00,30.9,1015.0,63.0
ST01,28.61,77.2,2026-08-28 14:00:00,24.4,1007.8,74.7
ST01,28.61,77.2,2026-08-28 14:10:00,24.5,1015.6,58.1
ST01,28.61,77.2,2026-08-28 14:20:00,27.7,1006.1,52.5
ST01,28.61,77.2,2026-08-28 14:30:00,27.5,1006.1,44.0
ST01,28.61,77.2,2026-08-28 14:40:00,31.6,1009.6,70.6
ST01,28.61,77.2,2026-08-28 14:50:00,26.6,1017.0,60.5
ST01,28.61,77.2,2026-08-28 15:00:00,28.8,1009.4,67.3
ST01,28.61,77.2,2026-08-28 15:10:00,27.9,1010.4,65.2
ST01,28.61,77.2,2026-08-28 15:20:00,23.0,1008.2,70.2
ST01,28.61,77.2,2026-08-28 15:30:00,33.0,1010.2,65.5
ST01,28.61,77.2,2026-08-28 15:40:00,28.8,1008.5,59.1
ST01,28.61,77.2,2026-08-28 15:50:00,28.3,1008.6,67.1
ST01,28.61,77.2,2026-08-28 16:00:00,26.2,1012.9,57.2
ST01,28.61,77.2,2026-08-28 16:10:00,31.4,1011.7,62.9
ST01,28.61,77.2,2026-08-28 16:20:00,26.2,1011.7,67.0
ST01,28.61,77.2,2026-08-28 16:30:00,26.0,1006.3,45.7
ST01,28.61,77.2,2026-08-28 16:40:00,26.1,1014.7,69.3
ST01,28.61,77.2,2026-08-28 16:50:00,26.6,1010.8,56.7
ST01,28.61,77.2,2026-08-28 17:00:00,27.8,1008.4,67.4
ST01,28.61,77.2,2026-08-28 17:10:00,30.1,1012.6,58.1
ST01,28.61,77.2,2026-08-28 17:20:00,27.1,1015.7,55.1
ST01,28.61,77.2,2026-08-28 17:30:00,30.4,1008.7,45.7
ST01,28.61,77.2,2026-08-28 17:40:00,30.8,1012.3,50.4
ST01,28.61,77.2,2026-08-28 17:50:00,29.4,1010.0,54.4
ST01,28.61,77.2,2026-08-28 18:00:00,22.5,1009.1,74.2
ST01,28.61,77.2,2026-08-28 18:10:00,29.8,1014.1,64.9
ST01,28.61,77.2,2026-08-28 18:20:00,26.7,1011.7,61.6
ST01,28.61,77.2,2026-08-28 18:30:00,29.9,1008.6,69.2
ST01,28.61,77.2,2026-08-28 18:40:00,26.1,1003.9,70.9
ST01,28.61,77.2,2026-08-28 18:50:00,31.7,1010.0,57.6
ST01,28.61,77.2,2026-08-28 19:00:00,26.0,1013.8,59.6
ST01,28.61,77.2,2026-08-28 19:10:00,29.7,1010.3,63.9
ST01,28.61,77.2,2026-08-28 19:20:00,24.1,1009.0,53.2
ST01,28.61,77.2,2026-08-28 19:30:00,28.9,1013.0,60.6
ST01,28.61,77.2,2026-08-28 19:40:00,28.9,1016.8,60.4
ST01,28.61,77.2,2026-08-28 19:50:00,28.8,1015.6,56.5
ST01,28.61,77.2,2026-08-28 20:00:00,30.7,1009.7,74.5
ST01,28.61,77.2,2026-08-28 20:10:00,30.2,1012.4,48.4
ST01,28.61,77.2,2026-08-28 20:20:00,27.4,1013.1,49.2
ST01,28.61,77.2,2026-08-28 20:30:00,23.2,1011.1,44.7
ST01,28.61,77.2,2026-08-28 20:40:00,29.2,1012.2,67.8
ST01,28.61,77.2,2026-08-28 20:50:00,31.4,1009.6,65.6
ST01,28.61,77.2,2026-08-28 21:00:00,27.6,1010.9,57.7
ST01,28.61,77.2,2026-08-28 21:10:00,25.0,1009.7,62.7
ST01,28.61,77.2,2026-08-28 21:20:00,28.4,1002.6,62.2
ST01,28.61,77.2,2026-08-28 21:30:00,25.5,1009.8,59.1
ST01,28.61,77.2,2026-08-28 21:40:00,28.4,1014.5,62.4
ST01,28.61,77.2,2026-08-28 21:50:00,28.5,1005.2,57.5
ST01,28.61,77.2,2026-08-28 22:00:00,24.3,1013.2,64.3
ST01,28.61,77.2,2026-08-28 22:10:00,31.6,1009.1,53.4
ST01,28.61,77.2,2026-08-28 22:20:00,28.4,1010.3,76.4
ST01,28.61,77.2,2026-08-28 22:30:00,31.6,1013.5,61.4
ST01,28.61,77.2,2026-08-28 22:40:00,30.3,1006.9,61.3
ST01,28.61,77.2,2026-08-28 22:50:00,27.1,1012.6,71.9
ST01,28.61,77.2,2026-08-28 23:00:00,26.7,1004.8,57.3
ST01,28.61,77.2,2026-08-28 23:10:00,31.4,1009.6,67.1
ST01,28.61,77.2,2026-08-28 23:20:00,28.2,1008.5,42.6
ST01,28.61,77.2,2026-08-28 23:30:00,31.1,1011.0,67.9
ST01,28.61,77.2,2026-08-28 23:40:00,27.7,1009.2,66.4
ST01,28.61,77.2,2026-08-28 23:50:00,23.6,1011.2,60.0
ST01,28.61,77.2,2026-08-29 00:00:00,30.6,1009.6,48.5
ST01,28.61,77.2,2026-08-29 00:10:00,27.6,1011.5,51.2
ST01,28.61,77.2,2026-08-29 00:20:00,29.6,1016.2,57.7
ST01,28.61,77.2,2026-08-29 00:30:00,26.9,1008.6,56.4
ST01,28.61,77.2,2026-08-29 00:40:00,25.7,1005.7,55.5
ST01,28.61,77.2,2026-08-29 00:50:00,27.3,1003.2,60.5
ST01,28.61,77.2,2026-08-29 01:00:00,27.5,1011.5,60.3
ST01,28.61,77.2,2026-08-29 01:10:00,30.8,1008.1,66.8
ST01,28.61,77.2,2026-08-29 01:20:00,25.9,1008.4,64.6
ST01,28.61,77.2,2026-08-29 01:30:00,24.7,1009.1,79.0
ST01,28.61,77.2,2026-08-29 01:40:00,26.2,1012.6,42.5
ST01,28.61,77.2,2026-08-29 01:50:00,25.3,1012.9,60.2
ST01,28.61,77.2,2026-08-29 02:00:00,25.3,1014.6,60.6
ST01,28.61,77.2,2026-08-29 02:10:00,21.6,1007.3,53.5
ST01,28.61,77.2,2026-08-29 02:20:00,27.3,1006.8,59.6
ST01,28.61,77.2,2026-08-29 02:30:00,26.1,1008.9,53.8
ST01,28.61,77.2,2026-08-29 02:40:00,28.3,1013.2,67.3
ST01,28.61,77.2,2026-08-29 02:50:00,29.4,1010.0,53.0
ST01,28.61,77.2,2026-08-29 03:00:00,33.7,1008.7,68.1
ST01,28.61,77.2,2026-08-29 03:10:00,31.7,1008.0,56.9
ST01,28.61,77.2,2026-08-29 03:20:00,31.2,1004.3,49.5
ST01,28.61,77.2,2026-08-29 03:30:00,30.1,1010.4,60.2
ST01,28.61,77.2,2026-08-29 03:40:00,26.8,1008.6,58.1
ST01,28.61,77.2,2026-08-29 03:50:00,26.2,1008.8,56.9
ST01,28.61,77.2,2026-08-29 04:00:00,25.7,1002.5,55.6
ST01,28.61,77.2,2026-08-29 04:10:00,29.5,1009.7,63.1
ST01,28.61,77.2,2026-08-29 04:20:00,28.3,1007.8,62.2
ST01,28.61,77.2,2026-08-29 04:30:00,26.4,1010.6,64.2
ST01,28.61,77.2,2026-08-29 04:40:00,32.9,1012.8,73.0
ST01,28.61,77.2,2026-08-29 04:50:00,25.8,1007.0,55.5
ST01,28.61,77.2,2026-08-29 05:00:00,28.4,1008.6,38.1
ST01,28.61,77.2,2026-08-29 05:10:00,27.0,1012.4,47.8
ST01,28.61,77.2,2026-08-29 05:20:00,24.9,1018.4,62.1
ST01,28.61,77.2,2026-08-29 05:30:00,23.7,1008.8,58.8
ST01,28.61,77.2,2026-08-29 05:40:00,26.2,1013.3,66.1
ST01,28.61,77.2,2026-08-29 05:50:00,29.7,1017.3,54.2
ST01,28.61,77.2,2026-08-29 06:00:00,23.3,1010.5,51.7
ST01,28.61,77.2,2026-08-29 06:10:00,28.0,1014.7,63.9
ST01,28.61,77.2,2026-08-29 06:20:00,27.4,1008.2,60.9
ST01,28.61,77.2,2026-08-29 06:30:00,29.2,1009.0,57.5
ST01,28.61,77.2,2026-08-29 06:40:00,29.1,1003.4,68.3
ST01,28.61,77.2,2026-08-29 06:50:00,28.6,1012.8,57.8
ST01,28.61,77.2,2026-08-29 07:00:00,27.1,1008.0,70.4
ST01,28.61,77.2,2026-08-29 07:10:00,22.2,1007.5,68.4
ST01,28.61,77.2,2026-08-29 07:20:00,23.8,1009.3,60.1
ST01,28.61,77.2,2026-08-29 07:30:00,29.8,1010.3,67.1
ST01,28.61,77.2,2026-08-29 07:40:00,25.5,1010.5,62.3
ST01,28.61,77.2,2026-08-29 07:50:00,29.2,1008.8,53.0
ST01,28.61,77.2,2026-08-29 08:00:00,29.0,1012.9,70.0
ST01,28.61,77.2,2026-08-29 08:10:00,28.0,1011.2,56.1
ST01,28.61,77.2,2026-08-29 08:20:00,25.0,1014.5,53.5
ST01,28.61,77.2,2026-08-29 08:30:00,28.8,1012.5,57.2
ST01,28.61,77.2,2026-08-29 08:40:00,31.0,1008.7,56.4
ST01,28.61,77.2,2026-08-29 08:50:00,26.4,1012.9,67.7
ST01,28.61,77.2,2026-08-29 09:00:00,31.2,1005.1,68.1
ST01,28.61,77.2,2026-08-29 09:10:00,28.4,1008.5,51.5
ST02,19.07,72.87,2026-08-28 00:00:00,28.6,1012.0,72.0
ST02,19.07,72.87,2026-08-28 00:10:00,32.9,1006.6,62.2
ST02,19.07,72.87,2026-08-28 00:20:00,39.2,1010.3,61.0
ST02,19.07,72.87,2026-08-28 00:30:00,34.9,1010.7,63.8
ST02,19.07,72.87,2026-08-28 00:40:00,31.1,1015.6,63.8
ST02,19.07,72.87,2026-08-28 00:50:00,36.4,1008.5,72.7
ST02,19.07,72.87,2026-08-28 01:00:00,30.6,1010.2,59.0
ST02,19.07,72.87,2026-08-28 01:10:00,35.8,1014.6,46.5
ST02,19.07,72.87,2026-08-28 01:20:00,32.7,1007.0,56.6
ST02,19.07,72.87,2026-08-28 01:30:00,28.9,1010.2,66.6
ST02,19.07,72.87,2026-08-28 01:40:00,29.9,1009.0,49.6
ST02,19.07,72.87,2026-08-28 01:50:00,37.3,1005.5,57.9
ST02,19.07,72.87,2026-08-28 02:00:00,32.5,1001.9,57.8
ST02,19.07,72.87,2026-08-28 02:10:00,32.9,1012.1,58.2
ST02,19.07,72.87,2026-08-28 02:20:00,37.7,1009.2,69.0
ST02,19.07,72.87,2026-08-28 02:30:00,30.3,1010.2,80.6
ST02,19.07,72.87,2026-08-28 02:40:00,33.1,1010.6,59.8
ST02,19.07,72.87,2026-08-28 02:50:00,32.7,1008.4,55.4
ST02,19.07,72.87,2026-08-28 03:00:00,33.0,1007.9,55.7
ST02,19.07,72.87,2026-08-28 03:10:00,33.4,1014.5,58.0
ST02,19.07,72.87,2026-08-28 03:20:00,26.5,1013.7,68.7
ST02,19.07,72.87,2026-08-28 03:30:00,27.9,1008.9,57.3
ST02,19.07,72.87,2026-08-28 03:40:00,29.6,1006.7,53.8
ST02,19.07,72.87,2026-08-28 03:50:00,37.5,1013.8,67.5
ST02,19.07,72.87,2026-08-28 04:00:00,34.9,1008.4,51.0
ST02,19.07,72.87,2026-08-28 04:10:00,34.3,1012.1,50.2
ST02,19.07,72.87,2026-08-28 04:20:00,32.5,1012.1,57.0
ST02,19.07,72.87,2026-08-28 04:30:00,34.2,1013.5,57.1
ST02,19.07,72.87,2026-08-28 04:40:00,30.4,1011.8,64.9
ST02,19.07,72.87,2026-08-28 04:50:00,32.3,1006.2,62.6
ST02,19.07,72.87,2026-08-28 05:00:00,35.4,1008.4,58.5
ST02,19.07,72.87,2026-08-28 05:10:00,35.7,1005.8,54.4
ST02,19.07,72.87,2026-08-28 05:20:00,29.2,1006.2,64.8
ST02,19.07,72.87,2026-08-28 05:30:00,37.5,1015.1,43.3
ST02,19.07,72.87,2026-08-28 05:40:00,33.6,1008.4,59.2
ST02,19.07,72.87,2026-08-28 05:50:00,34.1,1013.3,59.7
ST02,19.07,72.87,2026-08-28 06:00:00,33.4,1008.9,61.2
ST02,19.07,72.87,2026-08-28 06:10:00,32.9,1004.9,62.5
ST02,19.07,72.87,2026-08-28 06:20:00,29.7,1010.5,65.9
ST02,19.07,72.87,2026-08-28 06:30:00,32.6,1011.0,60.1
ST02,19.07,72.87,2026-08-28 06:40:00,31.7,1010.6,53.8
ST02,19.07,72.87,2026-08-28 06:50:00,30.6,1004.9,63.3
ST02,19.07,72.87,2026-08-28 07:00:00,35.7,1010.8,63.8
ST02,19.07,72.87,2026-08-28 07:10:00,35.5,1013.0,73.3
ST02,19.07,72.87,2026-08-28 07:20:00,28.5,1008.1,49.8
ST02,19.07,72.87,2026-08-28 07:30:00,33.1,1007.8,64.1
ST02,19.07,72.87,2026-08-28 07:40:00,33.6,1008.2,54.0
ST02,19.07,72.87,2026-08-28 07:50:00,29.6,1005.9,52.6
ST02,19.07,72.87,2026-08-28 08:00:00,30.6,1007.2,68.4
ST02,19.07,72.87,2026-08-28 08:10:00,39.7,1010.6,63.9
ST02,19.07,72.87,2026-08-28 08:20:00,29.4,1008.3,65.6
ST02,19.07,72.87,2026-08-28 08:30:00,29.4,1009.7,80.5
ST02,19.07,72.87,2026-08-28 08:40:00,29.4,1009.9,54.4
ST02,19.07,72.87,2026-08-28 08:50:00,29.4,1015.4,55.0
ST02,19.07,72.87,2026-08-28 09:00:00,29.4,1011.9,55.5
ST02,19.07,72.87,2026-08-28 09:10:00,29.4,1005.3,65.0
ST02,19.07,72.87,2026-08-28 09:20:00,29.4,1009.8,58.0
ST02,19.07,72.87,2026-08-28 09:30:00,29.4,1006.0,61.4
ST02,19.07,72.87,2026-08-28 09:40:00,29.4,1011.7,64.9
ST02,19.07,72.87,2026-08-28 09:50:00,29.4,1011.4,66.7
ST02,19.07,72.87,2026-08-28 10:00:00,29.4,1011.3,46.7
ST02,19.07,72.87,2026-08-28 10:10:00,29.4,1006.2,62.2
ST02,19.07,72.87,2026-08-28 10:20:00,29.4,1009.9,68.4
ST02,19.07,72.87,2026-08-28 10:30:00,29.4,1010.1,60.2
ST02,19.07,72.87,2026-08-28 10:40:00,29.4,1010.3,55.9
ST02,19.07,72.87,2026-08-28 10:50:00,29.4,1009.1,56.5
ST02,19.07,72.87,2026-08-28 11:00:00,29.4,1013.8,56.2
ST02,19.07,72.87,2026-08-28 11:10:00,29.4,1008.7,58.5
ST02,19.07,72.87,2026-08-28 11:20:00,36.7,1013.1,61.6
ST02,19.07,72.87,2026-08-28 11:30:00,29.4,1012.7,62.1
ST02,19.07,72.87,2026-08-28 11:40:00,33.3,1008.4,68.5
ST02,19.07,72.87,2026-08-28 11:50:00,36.6,1008.9,78.4
ST02,19.07,72.87,2026-08-28 12:00:00,32.0,1014.7,71.6
ST02,19.07,72.87,2026-08-28 12:10:00,31.8,1009.2,56.6
ST02,19.07,72.87,2026-08-28 12:20:00,29.7,1007.0,52.7
ST02,19.07,72.87,2026-08-28 12:30:00,31.2,1010.7,59.7
ST02,19.07,72.87,2026-08-28 12:40:00,37.0,1013.0,52.0
ST02,19.07,72.87,2026-08-28 12:50:00,32.5,1012.0,59.6
ST02,19.07,72.87,2026-08-28 13:00:00,30.3,1010.5,63.1
ST02,19.07,72.87,2026-08-28 13:10:00,34.3,1017.4,62.3
ST02,19.07,72.87,2026-08-28 13:20:00,31.5,1008.1,55.8
ST02,19.07,72.87,2026-08-28 13:30:00,31.7,1013.6,54.9
ST02,19.07,72.87,2026-08-28 13:40:00,36.6,1007.5,55.4
ST02,19.07,72.87,2026-08-28 13:50:00,34.3,1011.9,55.6
ST02,19.07,72.87,2026-08-28 14:00:00,33.6,1014.6,47.9
ST02,19.07,72.87,2026-08-28 14:10:00,37.6,1008.8,55.1
ST02,19.07,72.87,2026-08-28 14:20:00,33.8,1012.0,62.7
ST02,19.07,72.87,2026-08-28 14:30:00,38.1,1007.6,58.6
ST02,19.07,72.87,2026-08-28 14:40:00,29.6,1009.9,54.2
ST02,19.07,72.87,2026-08-28 14:50:00,37.6,1010.7,55.9
ST02,19.07,72.87,2026-08-28 15:00:00,33.0,1017.6,69.5
ST02,19.07,72.87,2026-08-28 15:10:00,31.8,1013.1,56.1
ST02,19.07,72.87,2026-08-28 15:20:00,34.8,1011.8,74.8
ST02,19.07,72.87,2026-08-28 15:30:00,32.2,1013.3,64.7
ST02,19.07,72.87,2026-08-28 15:40:00,35.1,1013.2,64.1
ST02,19.07,72.87,2026-08-28 15:50:00,36.0,1011.9,71.1
ST02,19.07,72.87,2026-08-28 16:00:00,32.7,1013.6,61.2
ST02,19.07,72.87,2026-08-28 16:10:00,31.0,1008.8,62.9
ST02,19.07,72.87,2026-08-28 16:20:00,33.2,1010.6,70.2
ST02,19.07,72.87,2026-08-28 16:30:00,33.2,1012.2,49.1
ST02,19.07,72.87,2026-08-28 16:40:00,34.7,1009.1,77.3
ST02,19.07,72.87,2026-08-28 16:50:00,33.6,1014.7,62.0
ST02,19.07,72.87,2026-08-28 17:00:00,32.8,1011.8,62.2
ST02,19.07,72.87,2026-08-28 17:10:00,33.6,1010.6,56.4
ST02,19.07,72.87,2026-08-28 17:20:00,35.8,1010.4,51.8
ST02,19.07,72.87,2026-08-28 17:30:00,31.3,1005.4,69.6
ST02,19.07,72.87,2026-08-28 17:40:00,31.7,1014.7,63.0
ST02,19.07,72.87,2026-08-28 17:50:00,32.9,1015.6,55.6
ST02,19.07,72.87,2026-08-28 18:00:00,29.5,1011.3,42.4
ST02,19.07,72.87,2026-08-28 18:10:00,31.8,1012.1,51.8
ST02,19.07,72.87,2026-08-28 18:20:00,33.7,1006.2,55.5
ST02,19.07,72.87,2026-08-28 18:30:00,35.3,1009.7,65.2
ST02,19.07,72.87,2026-08-28 18:40:00,37.7,1005.4,51.4
ST02,19.07,72.87,2026-08-28 18:50:00,31.4,1010.7,59.6
ST02,19.07,72.87,2026-08-28 19:00:00,32.5,1006.2,62.8
ST02,19.07,72.87,2026-08-28 19:10:00,36.7,1013.4,59.3
ST02,19.07,72.87,2026-08-28 19:20:00,33.9,1011.7,63.7
ST02,19.07,72.87,2026-08-28 19:30:00,34.2,1014.0,65.1
ST02,19.07,72.87,2026-08-28 19:40:00,33.6,1009.7,65.7
ST02,19.07,72.87,2026-08-28 19:50:00,36.7,1015.4,54.6
ST02,19.07,72.87,2026-08-28 20:00:00,33.0,1010.4,48.6
ST02,19.07,72.87,2026-08-28 20:10:00,31.4,1008.0,66.7
ST02,19.07,72.87,2026-08-28 20:20:00,32.0,1008.6,44.9
ST02,19.07,72.87,2026-08-28 20:30:00,27.0,1012.3,47.3
ST02,19.07,72.87,2026-08-28 20:40:00,35.0,1007.1,63.4
ST02,19.07,72.87,2026-08-28 20:50:00,33.0,1006.5,60.0
ST02,19.07,72.87,2026-08-28 21:00:00,36.8,1009.3,67.0
ST02,19.07,72.87,2026-08-28 21:10:00,33.2,1003.9,61.7
ST02,19.07,72.87,2026-08-28 21:20:00,32.5,1007.0,54.5
ST02,19.07,72.87,2026-08-28 21:30:00,32.4,1011.9,74.4
ST02,19.07,72.87,2026-08-28 21:40:00,31.7,1014.2,64.6
ST02,19.07,72.87,2026-08-28 21:50:00,35.4,1008.1,60.5
ST02,19.07,72.87,2026-08-28 22:00:00,34.8,1012.7,63.1
ST02,19.07,72.87,2026-08-28 22:10:00,34.7,1008.4,68.4
ST02,19.07,72.87,2026-08-28 22:20:00,36.4,1016.2,61.6
ST02,19.07,72.87,2026-08-28 22:30:00,31.4,1010.6,73.9
ST02,19.07,72.87,2026-08-28 22:40:00,31.5,1009.0,56.1
ST02,19.07,72.87,2026-08-28 22:50:00,34.1,1008.3,64.2
ST02,19.07,72.87,2026-08-28 23:00:00,33.0,1015.2,77.1
ST02,19.07,72.87,2026-08-28 23:10:00,34.2,1010.4,60.3
ST02,19.07,72.87,2026-08-28 23:20:00,34.6,1009.2,51.8
ST02,19.07,72.87,2026-08-28 23:30:00,28.9,1011.9,63.2
ST02,19.07,72.87,2026-08-28 23:40:00,31.9,1006.3,72.6
ST02,19.07,72.87,2026-08-28 23:50:00,29.4,1013.1,61.8
ST02,19.07,72.87,2026-08-29 00:00:00,37.3,1013.2,56.3
ST02,19.07,72.87,2026-08-29 00:10:00,33.0,1012.7,58.6
ST02,19.07,72.87,2026-08-29 00:20:00,34.7,1014.4,47.4
ST02,19.07,72.87,2026-08-29 00:30:00,36.5,1011.2,55.0
ST02,19.07,72.87,2026-08-29 00:40:00,34.3,1008.3,62.1
ST02,19.07,72.87,2026-08-29 00:50:00,31.4,1013.5,59.8
ST02,19.07,72.87,2026-08-29 01:00:00,34.4,1012.3,57.0
ST02,19.07,72.87,2026-08-29 01:10:00,26.0,1004.8,69.2
ST02,19.07,72.87,2026-08-29 01:20:00,32.2,1006.1,51.0
ST02,19.07,72.87,2026-08-29 01:30:00,36.0,1011.0,56.3
ST02,19.07,72.87,2026-08-29 01:40:00,33.0,1010.2,63.8
ST02,19.07,72.87,2026-08-29 01:50:00,29.9,1008.5,68.0
ST02,19.07,72.87,2026-08-29 02:00:00,29.2,1014.5,56.6
ST02,19.07,72.87,2026-08-29 02:10:00,35.2,1009.0,57.2
ST02,19.07,72.87,2026-08-29 02:20:00,32.3,1011.1,76.6
ST02,19.07,72.87,2026-08-29 02:30:00,34.2,1010.7,68.2
ST02,19.07,72.87,2026-08-29 02:40:00,32.4,1009.8,58.4
ST02,19.07,72.87,2026-08-29 02:50:00,33.0,1010.2,65.8
ST02,19.07,72.87,2026-08-29 03:00:00,34.9,1010.2,59.4
ST02,19.07,72.87,2026-08-29 03:10:00,28.1,1011.0,67.3
ST02,19.07,72.87,2026-08-29 03:20:00,35.6,1016.3,36.8
ST02,19.07,72.87,2026-08-29 03:30:00,32.7,1006.9,68.9
ST02,19.07,72.87,2026-08-29 03:40:00,34.6,1008.1,51.6
